dataset;session;speaker;utterance
Dezeentranscripts;fabio_novembre_virtual_design_festival;Interviewer;I think Fabio Unfortunately, the zoom has cut out your music. So we need to get you now in here a bit of your guitar playing because it was just islands.
Dezeentranscripts;fabio_novembre_virtual_design_festival;Fabio Novembre;I'm very intimate as a music. It's like wow. To me, and my daughter is coming aboard. My complimentary study rando. Sorry, man. See, I'm sorry, guys, this is like you see the good thing of the of the direct guy, you know, I go we live. So these you know, life goes on. Anyway, I would like to, to add something to what Alex was saying. I mean, you know, we always try to, especially in our city room, okay, in our living room. And it's interesting, the team that some people call sleep city room, some people consider leaving room. I like living room, of course. Because it's the room where you live with your family. It's like you get cozy you get comfortable. And then what do you want in this kind of room? You want stability? You want a balance, but stability and in humans? They don't really integrate this concept. I mean, because our life is getting nothing stable. Like, I mean, I realized that my life, I had so many earthquakes, you know, centimeter earthquakes and any kind of things. I mean, I lost my parents. I mean, we all go through these kind of earthquakes. So our idea of stability, it's always different. You know, I mean, it's like, our time is completely is full of our uncertainties. And in the only way is to evolve is to find new.particles of balance. Actually, that's the correct word. particles of balance. You know, in all this chaos is like, you know, Mandelbrot and all the theories about kales he tried to give lows to girls. He tried to rule chaos. But this idea of our self as is like fine being New balances in the complete disorder of our lives, you know, they don't. So even if you lose the legs, even if you lose an arm chair, whatever, you just find a new balance a new way of, of resisting or evolving. You know, for me, like everything I design, it's, it's a theory called Manifesto. In some ways, it's never just a softening, because what can you work about? I mean, you can just work on its comfort. I mean, there's people, actually, you know that in some companies, there are people that only test the comfort of solvers, so that you can not do it as a designer. You know, for me, design has always been like, you write a message, you put it in the battle, you throw it out in the, in the sea of objects, and it's what happens also, with the software, you know, it's like, we would extinct, we can not throw more messages that make more sense to us. We, we can die if we don't find a new balance in order to survive. And that's what this song has tried to talk about, you know, they talk about our lives, our imperfect lives.
Dezeentranscripts;fabio_novembre_virtual_design_festival;Interviewer;So, Fabio, we were talking before with Martin bass and enhance about Milan, and what will happen in the future there with the fair and everything. What do you what are your thoughts? Is Milan getting it's getting back together, as I think is going to be like they were before? Or will it be different in future? Do you think,
Dezeentranscripts;fabio_novembre_virtual_design_festival;Fabio Novembre;Marcos, let's put it this way, I've never been a hooligan in anything. You know, I'm a supporter, and I like to watch good sport, but never been enrolled again. It means that I've never married the CCOs. By you know, like, for granted, let's put it this way. So even if I live in Milan, or even find me Catalan, I think that things really bold all the time. So even if Milano will not be the same, even if Milan will change and what else, we just have to believe in evolution. You're not in putting the UK flag on your shirt. And the answer is not doing it with the with the Dutch flag and not doing it with the Italian flag, we should judge just use one single flag, the word flag, and the word you know, it's always different balances as well. So that until now, Milan has been the epicenter of all the design cultural stuff, if we will be able to keep it good. Otherwise, it just will change. Like, and we cannot replicate something that cannot be replicated. I mean, it's like now everything will change the perception of people we changed, we would be not afraid of being close to each other means like, we'll see, we'll see. But we can only look forward, you know, not not connected to to the past. And he's like to vote Marcos. So we'll see Milano if it if everything will get organized and refold in a good way, Milano will keep on being such a place, otherwise, we will change it, whatever, you know, really. Let's accept life the way it is. And you know, for us, actually, I always think about what can I do? I can only put quality markers. You know, I'm 53 years old. And you know, when you're 53 you start thinking, you know, they're friends like como friends, Tomas said week, B archangels. They are 10 five years younger than me, a big skyscrapers, areas in the world. They're changing theories, and you're just doing little things. But you know, you keep on going. Because you realize that if you put quality than I'm on little things, it doesn't matter. If you do a space or a CT, if the intensity that makes the difference. It's the it's the quality of your work that makes a difference. And your work is made every day. So that let's just put our best in everything we do. That will change things. So I will try to make beautiful things for next year. I'm gonna try to send a lot of messages in the battle in the ocean of, of the markets. Still there, that's what I can do. And it's what we all can do. You know, if we raise the quality individually, it will raise publicly you know responses DDT is a huge burden. And you cannot always have Ghandi in order to do it on his shoulder. You know, I always think that we have a backpack of responsibilities that we all should put on our own shoulders so that I accept to bring my backpack of responsibilities. But we all should, it will be a definitely a better word. You know? It's just tried to do it, you know, and doing provision. So what can be I don't know. But if we are going in a good direction, it can just be better.
Dezeentranscripts;fabio_novembre_virtual_design_festival;Interviewer;And hence, why did it take you so long to do a project with February then you said you knew him for 20 years? What was the what was holding you back?
Dezeentranscripts;fabio_novembre_virtual_design_festival;Hans Lensvelt;I asked him, but but not on a very direct way. You know, it had to do with it. We had so many dentists together and always that night, that it came up, you know, sometimes Fabia was too busy, or Fabio was dead, or probably or maybe did not understand the backing. It never happens. Or maybe we agreed, and we forgot, you know. So we're always it was, for me, the intention to do once a project with Fabio. And then when I was doing this presentation for his crew, when he was no there, it also need the opportunity to get his staff know that I wanted this product, and that they had to know to convince but that they had to organize it actually. Yeah.
Dezeentranscripts;fabio_novembre_virtual_design_festival;Interviewer;So when you launched when you started on this collaboration with Fabio, or with any design, in fact, is it a Is it a there's no business case? It sounds like it sounds like it's an adventure that you go on with someone you consider your friend? And do you even project the volumes or the turnover? volume. Because,
Dezeentranscripts;fabio_novembre_virtual_design_festival;Hans Lensvelt;you know, I developed products, of whom I thought I would sell millions and I did not sell 10. And on the other end, I have developed products of whom I thought that they never would be very successful. And they came very successful. For instance, the chair, the office chair, have actually a release out we developed it and I thought actually I just did it to help to help to help you, you know, but then other people came around it. And so it really became a very successful product. Yes. So it's all that that we area you never mean ever enter, you know, with of course I know it. It has to be stable. It has to be innovative. It has to be authentic. It has to have this twist, this all has to be there. And then we can start working on it. You know? Yeah.
Dezeentranscripts;fabio_novembre_virtual_design_festival;Interviewer;And it's nice that you're using these conversations to talk to your designers about what you're going to do next. He said to Fabio did he might be another version of.
Dezeentranscripts;fabio_novembre_virtual_design_festival;Hans Lensvelt;I hoped he would say yes,but I, I did not have enough so yet excuse me, as I would do anything we do, okay.
Dezeentranscripts;fabio_novembre_virtual_design_festival;Fabio Novembre;But if you just seen what you were talking about, I can predict a success. I mean, our work is not fortune teller, you know, it's not science, it's not, you cannot predict you just try to do your best, you know, I mean, it's like, just try to do something that makes sense to you that you think that will help people, you know, improving their life or at least make them think, yeah, you know, but but he teaches he goes enterpreneur this this kind of intrapreneur more and more, if no space in the field. Yeah, I mean dreamers like Giulio cappellini I like a lost race in some ways. I mean, it's like, today is all about numbers. Can you survive, actually, if your market? Yeah, on the way I totally get it. You know, I mean, I think UK, IKEA is doing a fantastic job and it's meant to be but at the same time, you need a pioneering approach. And the best men to testify this kind of approach is ant lancefield. The answer has always been a pioneer. I mean, he's always been invested in design arts. I mean, everything that was interesting to him. It's been focused by him and, and he is working on it intensely. I mean, like, it can be really a new kind of intrapreneur For our field, you know, I think that there's been like, struggle people, like get a job who's nearly as bad as an author. I mean, we're pioneers. But in the old days, today, we can have answers, but I really think get proaches everything can be revolutionary. I mean, he's involved in very high profile people with very different backgrounds. And of course, he's not enough because a lot of other companies tried to do it, but what it really creates, is this family feeling, I mean, they put on line Martin bass, you follies out mean for less, I mean, I am worth nothing but but I mean, honoring him, you know, we will never do a commercial thing for the sake of a commercial you know, we are honoring a brother and and it makes a difference I think that to rise to the to the people that arise to somebody wants eventually to change the software's and say hey, you know, I it's really a philosophy behind and answers all these really he loves beautiful things he loves beautiful food I mean we have to to search for quality and these be searching for quality of life. You know that that's what I really learn by hands that you know, there's there's never a limit your is gone beyond your that when he was young he was connecting Ferrari's y'all didn't know, he was collecting variety. It's always been a lover of beauty and speed as well, because he likes being so fast. actually don't really know why. The probably we've been working the last 20 years together, because he's always been so fast. He's been doing so many things. I'm a bit slower, and he's going to do so now. He completely established. He says Fabio, I want to make Lancer, the most important furniture label in the world and say, Okay, I believe it would work together. You know what I mean? It's like he's focusing on this thing. Now. He's not keeping 10 things open. It's focusing on one thing, so I'm sure it's going to be successful.
Dezeentranscripts;fabio_novembre_virtual_design_festival;Interviewer;Well, I think that's a great point to end on Fabio as always like your wedding speech. Again.
Dezeentranscripts;fabio_novembre_virtual_design_festival;Hans Lensvelt;Can I have one final word? Nice. Yeah. Fabulous. Thank you so much. I have a mission. And I had a mission, but my mission is even more stronger now. Thank you so much for that. You are a true, friend. You are a brother.
Dezeentranscripts;fabio_novembre_virtual_design_festival;Interviewer;Okay, thank you, guys. It's been really fun speaking to all of you. Soon again. Yeah. Thanks for Lensvelt connecting with me with so many of my friends today.
Dezeentranscripts;fabio_novembre_virtual_design_festival;Fabio Novembre;Yeah. You know that me and Marcus have been friends for almost 20 years. I know you may have been supporting the scene from the very beginning, has been doing something amazing, because you're really pushing the field immediately. So that being on this platform for me is such an honor. You know, I'm honoring two friends that made incredible things, really.
Dezeentranscripts;fabio_novembre_virtual_design_festival;Interviewer;And thank you. Thank you for your support as well. You know, it means a lot to me. Okay. Thanks, guys. Thanks so much for doing this with us. And yeah, let's do it again soon. Yeah, I love it. Maybe better in the real world. But if not, then we can do it like this. Okay. Cool. Thank you.I love you all.Transcribed by https://otter.ai.
